message,label
u know watchin lido,0
today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,0
night night see tomorrow,0
either idea know anyplaces something,0
u get phone wan na chat set meet call u cum moro luv jane xx calls£minmoremobsemspoboxpowa,1
hello boytoy made home constant thought love hope nice visit cant wait till come home kiss,0
okie,0
call u finish come n pick u,0
im coming whatever want,0
yeah worse,0
dont thnk wrong calling u,0
cant pick phone right pls send message,0
gr see message r u leaving congrats dear school wat r ur plan,0
dear got bus directly calicut,0
datingi two started sent text talk sport radio last week connection think coincidence,1
boo babe u enjoyin yourjob u seemed b gettin well hunnyhope ure oktake care illspeak u soonlots loveme xxxx,0
sure dont mean get made hold weed,0
ive got tea sure flavour,0
ü say like dat dun buy ericsson oso oredi lar,0
pansy youve living jungle two year driving worried,0
otherwise part time job natuition,0
free msg get gnarl barkley crazy ringtone totally free reply go message right,1
lol im hot air balloon,0
goodmorning sleeping ga,0
dont know im raping dude poker,0
forgot working today wan na chat thing ok drop text youre free bored etc ill ring hope well nose essay xx,0
hitechnical supportproviding assistance u customer call email,0
storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h,0
call,0
jus an lar ull noe later,0
let know detail fri u find co im tom fri mentionned chinese thanks,0
send yettys number pls,0
yo guess dropped,0
oh fuck juswoke bed boatin dock slept wid year old spinout giv u da gossip lr xxx,0
ok c ü,0
getting back home,0
urgent mobile number awarded £ prize guaranteed call land line claim valid hr ppm,1
sorry ill call later,0
recieve tone within next hr term condition please see channel u teletext pg,1
thats cool hell night lem know youre around,0
evening v good somewhat event laden fill dont worry … head ok throat wrecked see six,0
yeah thats thinking,0
hey ive booked lesson sun liao,0
place man,0
carlosll minute still need buy,0
train back northampton im afraid im staying skyving today ho ho around wednesday though fancy comedy club week way,0
still grinder,0
project pa come,0
rock yr chik get filthy film xxx pic yr phone rply filth saristar ltd e yt p per day stop cancel,1
u secret admirer looking make contact ufind rreveal think ur specialcall stopsmsppm,1
got itmail panren paru,0
thanks continued support question week enter u draw £ cash name new u president txt an,1
sent type food like,0
havent,0
donno scorable,0
gud mrng dear hav nice day,0
housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post office,0
yeah dont see,0
accordingly repeat text word ok mobile phone send,1
tell dear happen talking like alian,0
thats cool princess cover face hot sticky cum,0
actually im waiting week start putting ad,0
okok okthenwhats ur today plan,0
sorry ill call later,0
call time job today ok umma ask speed,0
actually send reminder today wonderful weekend,0
still game,0
txting driving,0
ugh got ta drive back sd la butt sore,0
hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,0
two team waiting player,0
sure whenever show fuck gt,0
hello darling today would love chat dont tell look like sexy,1
‘ got salt rub open wound like,0
ur cashbalance currently pound maximize ur cashin send cash pmsg cc po box tcrw,1
congratulation thanks good friend u £ xmas prize claim easy call p per minute btnationalrate,1
ive got ltgt way could pick,0
aiyah e rain like quite big leh drizzling least run home,0
hi happy birthday hi hi hi hi hi hi hi,0
u today,0
important information orange user today lucky dayfind log onto httpwwwurawinnercom there fantastic surprise awaiting,1
yesterday going home,0
urgent mobile xxxxxxxxx £ bonus caller prize nd attempt reach call asap boxnqp ppm,1
da car park,0
pdatenow double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl,1
k ill sure get noon see whats,0
mobile mths update latest cameravideo phone free keep ur number get extra free minstexts text yes call,1
would like see xxx pic hot nearly banned uk,1
ok thanx,0
olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,0
dont think dont need going late school night especially one class one missed last wednesday probably failed test friday,0
yup bathe liao,0
still coming tonight,0
friend help u problem give stupid suggestion land u another problem help u forgt previous problem,0
ask g iouri ive told story like ten time already,0
going sleep tired travel,0
convey regard,0
boy best get yo as quick,0
u turn heater heater set ltgt degree,0
cuz ibored wan na study,0
oh fine ill tonight,0
trying figure im suppose see couple different people week said wed get together didnt set date,0
woke yeesh late didnt fall asleep til ltgt,0
oh yeah clearly fault,0
call ure done,0
chance might evaporated soon violated privacy stealing phone number employer paperwork cool please contact report supervisor,0
couldnt say dying man feel sad go wanted know would probably gone late night,0
long applebees fucking take,0
wot u bitch,0
gentle baby soon taking ltgt inch deep inside tight pussy,0
aww must nearly deadwell jez iscoming todo workand whilltake forever,0
guaranteed £ award even £ cashto claim ur award call free stop getstop php rg jx,1
hey ad crap nite borin without ya boggy u boring biatch thanx u wait til nxt time il ave ya,0
hi hope ur day good back walk table booked half eight let know ur coming,0
camera awarded sipix digital camera call fromm landline delivery within day,1
ur change da report big co ive already made change da previous report,0
ugh dont wan na get bed warm,0
dear mood cant drive brother drive,0
ooooooh forgot tell u get yoville phone,0
total video converter free download type google search,0
clothes jewelry trip,0
alright im outhave good night,0
help u swoop picking u wherever ur bird r meeting u want,0
hope good week checking,0
specialisation work slave labor look month sha co shakara beggar,0
battery mr adewale uncle aka egbon,0
awesome text youre restocked,0
oic better quickly go bathe n settle,0
nope meanwhile talk say make greet,0
call tell infront call,0
gsoh good spam ladiesu could b male gigolo join uk fastest growing men club reply oncall mjzgroup stop reply stop msg£rcvd,1
good morning dear great amp successful day,0
urgent ur awarded complimentary trip eurodisinc trav acoentry £ claim txt dis £morefrmmob shracomorsglsuplt l aj,1
time u get,0
sorry ill call later,0
dont knw pa drink milk,0
way tirupur,0
r home come within min,0
small problem auctionpunj asking tiwary,0
shuhui bought ron present swatch watch,0
im always looking excuse city,0
date sunday,0
later guess needa mcat study,0
im office dawhere,0
got ur mail dileepthank muchand look forward lot supportvery le contact hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear,0
u doin baby girl hope u okay every time call ure phone miss u get touch,0
yes place town meet exciting adult single uk txt chat pmsg,1
aiyar u poor thing give u support k jia ill think u,0
oh rite well im best mate pete went week geva longer week,0
nobody name penis girl name story doesnt add,0
sorry im free,0
nothing splwat abt u whr ru,0
science tell chocolate melt sunlight please dont walk sunlight bcozi dont want loss sweet friend,0
dice art class thru thanks though idea time come tomorrow,0
network operator service free c visit biz,1
idea soon get converted live,0
part dont initiate dont understand,0
hey free call,0
u dont remember old commercial,0
dont want hear anything,0
text pas collect polyphonic ringtones normal gprs charge apply enjoy tone,1
ummmmmaah many many happy return day dear sweet heart happy birthday dear,0
sell well ton coin sell coin someone thru paypal voila money back life pocket,0
love want flood pretty pussy cum,0
nothing,0
getting worried derek taylor already assumed worst,0
hai priya right doctor said pa,0
great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt tc,1
co shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor,0
ok take ur time n enjoy ur dinner,0
oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause im getting owed face,0
live next ltgt min,0
yeah fact asked needed anything like hour ago much,0
p per min call germany bt line p per min check planettalkinstantcom info t c text stop opt,1
go jurong point crazy available bugis n great world la e buffet cine got amore wat,0
whats staff name taking class u,0
dude whats teresa hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading plus really really bam first aid usmle work done,0
getting anywhere damn job hunting,0
r u sure theyll understand wine good idea slurp,0
ill min look,0
im serious money base,0
oh yeah diet flew window,0
hmv bonus special pound genuine hmv voucher answer easy question play send hmv infowwwpercentrealcom,1
garbage bag egg jam bread hannaford wheat chex,0
da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish,0
real u getting yo need ticket one jacket im done already used multis,0
know shall speak ltgt minute,0
ok ill tell company,0
dont think turn like randomlly within min opening,0
esplanade lor else,0
well thats nice bad cant eat,0
sir goodmorning free call,0
thanx lot,0
babe u want dont u baby im nasty thing filthyguys fancy rude time sexy bitch go slo n hard txt xxx slomsgs,1
cute thought friendship necessary share every secret ur close frnd watever u shared true,0
broke list reason nobody town cant tell shes sarcastic faggy,0
problem spending lot quality time together,0
ok bus come soon come otherwise tomorrow,0
ü bot note oredi co juz rem got,0
mmm yummy babe nice jolt suzy,0
actually fuck whatever find excuse tampa point january though,0
stalking u,0
winner specially selected receive £ cash £ award speak live operator claim call ampm cost p,1
welcome please reply age gender begin eg,1
hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk,1
sorry brah finished last exam,0
forwarded hi mailbox messaging sm alert match please call back retrieve message match ccpmin,1
gone get info bt dont know,0
cash prize claim call,1
reverse cheating mathematics,0
dear good morning,0
ü come n pick ar,0
beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning,0
thought bout drink tap spile seven pub gas st broad st canal ok,0
time u wrkin,0
gud niswt drmstake care,0
ok lor early still project meeting,0
honestly ive made lovely cup tea promptly dropped key burnt finger getting,0
nightswe nt staying port step liaotoo ex,0
channel,0
number u live,0
genius whats brother pls send number skype,0
hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss,0
im home ard wat time u reach,0
easy mate guess quick drink bit ambitious,0
make fuck sake x,0
u lunch alone bored,0
princess bet brothas chasing,0
u reach orchard already u wan go buy ticket first,0
nothing ever easy dont looking reason take risk life love,0
dont go tell friend youre sure want live smoke much spend hour begging come smoke,0
orh tot u say still dun believe,0
youre gon na way specific,0
telling coulda real valentine wasnt u never pick nothing,0
getting threat sale executive shifad raised complaint official message,0
kinda first one get twelve aah speak tomo,0
happen tell truth,0
neither sterm voice im studying fine sure thing resolved tho anyway fab hols,0
yeah dont go bed ill back midnight,0
babe need advice,0
wonderful okors great month cherish guy wish well day mojibiola,0
reach ur home ltgt minute,0
ne thing interesting good birthday u wrking nxt started uni today,0
sad puppy noise,0
mobile number £ claim call u back ring claim hot line,1
u awake snow,0
food,0
please charge mobile get morning,0
shes drinkin im ok,0
hungry gay guy feeling hungry call pmin stop text call pmin,1
ok,0
tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,0
eat shit wait ur monkey face bitch u asshole,0
erm woodland avenue somewhere get parish magazine telephone number,0
k im leaving soon little,0
idea guess well work hour supposed leave since usual nobody interest figuring shit last second,0
huh hyde park mel ah opps got confused anyway tt e best choice den juz take,0
enjoying semester take care brother,0
take ltgt min,0
dear angry busy dear,0
free entry weekly comp chance win ipod txt pod get entry std txt rate tc apply detail,1
nottel software name,0
tell address,0
ello babe u ok,0
haf enuff space got like mb,0
dai ltgt naal eruku,0
armand say get as epsilon,0
said okay sorry,0
dear voucher holder claim week offer pc go httpwwwetlpcoukexpressoffer tscs apply stop text txt stop,1
ssindia going draw series many year south african soil,0
babe hope ok shit night sleep fell asleep im knackered im dreading work tonight thou upto tonight x,0
coffee cake guess,0
sm ac sun post helloyou seem cool wanted say hi hi stop send stop,1
k come nordstrom youre done,0
k happen tonight,0
call say coming today ok tell fool like ok,0
jokin oni lar ü busy wun disturb ü,0
im sure checking happening around area,0
please give pick tuesday evening ok,0
need come home give good lovin,0
dai da send resume id,0
nope since ayo travelled forgotten guy,0
ok help ask shes working tmr,0
dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard,0
one day training,0
oktake careumma,0
awarded sipix digital camera call landline delivery within day c box mbp yr warranty ppm p p£,1
mode men left,0
registered optin subscriber ur draw £ gift voucher entered receipt correct an whats bbc chart,1
left dessert u wan go suntec look u,0
u drive lor,0
gentle princess make sweet gentle love,0
hi princess thank pic pretty,0
ive told everything stop dont let get dehydrated,0
cant get da laptop matric card wif ü lei,0
marvel mobile play official ultimate spiderman game £ ur mobile right text spider game send u free ball wallpaper,1
ur physic get,0
thanx day u r goodmate think ur rite sary asusual u cheered love u franyxxxxx,0
mark taking forever pick prescription pain coming back,0
ywhere u dogbreath sounding like jan c thats al,0
im already back home probably,0
thanks ill keep mind,0
guy leaving,0
mm kanji dont eat anything heavy ok,0
im really sorry lit hair fire,0
freemsg today day ready im horny live town love sex fun game netcollex ltd p per msg reply stop end,1
prof passed paper sem congrats student enna kalaachutaarama prof gud mrng,0
zoe hit im fucking shitin il defo try hardest cum morow luv u million lekdog,0
dunno leh cant remember mayb lor wat time r meeting tmr,0
good afternoon love job prospect missing lazy bleak hmmm happy filled love,0
meant apology texting get drug ltgt night,0
n funny,0
dude sux snake got old raiden got buff,0
yay finally lol missed cinema trip last week,0
left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc ltgt,0
mean got epi shes fine shes,0
next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video,1
dear reached railway happen,0
ok,0
storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h,0
dont gim lip caveboy,0
urgent costa del sol holiday £ await collection call toclaim sae tc pobox stockport skxh cost£pm maxmins,1
hi home calicut,0
cant feel nauseous im pissed didnt eat sweet week cause today planning pig dieting week im hungry,0
lol well quality aint bad aint complaining,0
told tell stupid hear wont tell anything dad called brother spoken,0
ok thats cool either raglan rd edward rd behind cricket ground gim ring ur closeby see tuesday,0
great office today,0
babe go day sip cappuccino think love send kiss across sea,0
free video camera phone half price line rental mths cross ntwk min txts call mobileupd calloptout,1
im lip synced shangela,0
ü collecting ur laptop going configure da setting izzit,0
u noe send file computer,0
ill call u mrw ninish address icky american freek wont stop callin bad jen k eh,0
cheer u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin grfun j keep updat countinlots loveme xxxxx,0
mm yes dear look hugging p,0
contacted dating service someone know find call land line poboxwtgp,1
oh sorry please,0
urgent mobile number awarded £ prize guaranteed call land line claim valid hr,1
everywhere dirt floor window even shirt sometimes open mouth come flowing dream world without half chore time joy lot tv show ill see guess like thing must exist like rain hail mist time done become one,0
ofcourse also upload song,0
coughing nothing,0
bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,0
reminder get pound free call credit detail great offer pls reply text valid name house postcode,1
way ur home,0
god love limit god grace measure god power boundary may u god endless blessing always ur life gud ni,0
god asked forgiveness little child gave lovely reply wonderful fruit tree give hurt stone good night,0
whore unbelievable,0
dear uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,1
ok thats great thanx lot,0
new voicemail please call,1
sindu got job birla soft,0
know old dom told yesterday name roger got touch last night want meet today pm,0
jus hope true missin co im really missin havent done anything feel guilty yet,0
like italian food,0
yes thought thanks,0
per request maangalyam alaipayuthe set callertune caller press copy friend callertune,0
many time told stage use laugh listen aha,0
onum ela pa normal,0
mm time dont like fun,0
congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss,1
fact leave think addie go back school tues wed,0
ü login dat time dad fetching ü home,0
thats ok popped ask bout something said youd around tonght wen girl come,0
meeting da call,0
yup ü noe leh,0
sorry meeting ill call later,0
staying town,0
happen,0
thanx sending home,0
ffffffffff alright way meet sooner,0
watching ajith film ah,0
hows favourite person today r u workin hard couldnt sleep last nite nearly rang u,0
jus finish blowing hair u finish dinner already,0
good afternoon love good see word ym get tm smart move slave smile drink coffee await,0
waiting e car mum lor u leh reach home already,0
last chance claim ur £ worth discount voucherstext yes nowsavamobmember offer mobile c £ sub remove txt x stop,1
sry cant talk phone parent,0
aight ill ask roommate,0
ill meet library,0
noe shes da car later c lar im wearing short,0
call meet,0
dear chechi talk,0
need ke qi ü bored izzit suddenly thk,0
wan early lei outside wun b home early neva mind,0
jos ask u wana meet,0
huh cant thk oredi many page,0
wish holding tightly making see important much mean much need life,0
pls dont restrict eating anythin like next two day,0
thanx,0
yup ok,0
still chance search hard get itlet try,0
u see posted facebook,0
cant pick phone right pls send message,0
easy ahsen got selected mean good,0
oclock mine bash flat plan,0
come tomorrow di,0
ok anyway need change said,0
oh ho first time u use type word,0
jus finish bathing,0
love u babe r u sure everything alrite idiot txt bak girlie,0
still customer place,0
ü called dad oredi,0
pa tell went bath,0
tell u headache want use hour sick time,0
beautiful truth expression face could seen everyone depression heart could understood loved one gud ni,0
xy going e lunch,0
finished missing plenty,0
donate £ unicef asian tsunami disaster support fund texting donate £ added next bill,1
message important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,1
ok sure time tho sure get library class try see point good eve,0
yeshe good crickiting mind,0
tell who pls,0
im reaching home min,0
fair enough anything going,0
complimentary star ibiza holiday £ cash need urgent collection landline lose boxskwpppm,1
problem talk later,0
greatest test courage earth bear defeat without losing heartgn tc,0
uncle atlanta wish guy great semester,0
yes watching footie worried going blow phil neville,0
realize year well thousand old lady running around tattoo,1
check room befor activity,0
hex place talk explain,0
stop wondering wow ever going stop tming tm whenever want mine laugh,0
becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer,0
shall send exe mail id,0
hey glad u r better hear u treated urself digi cam good r pm fab new year c u coupla wks,0
think sent text home phone cant display text still want send number,0
case guess ill see campus lodge,0
welcome ukmobiledate msg free giving free calling future mg billed p daily cancel send go stop,1
youwhen wil reach,0
free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare,1
aiyah sorry lor watch tv watch forgot check phone,0
hear new divorce barbie come ken stuff,1
lol busy,0
promotion number ur awarded city break could win £ summer shopping spree every wk txt store skilgme tscswinawkage £perwksub,1
better bb wont use wife doctor,0
good weekend,0
hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss,0
ok day making dinner tonite invited,0
lol ok ill snatch purse,0
want send something sell fast ltgt k easy money,0
nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx,0
hello damn christmas thing think decided keep mp doesnt work,0
tell friend plan valentine day lturlgt,0
mum ask ü buy food home,0
die accidentally deleted e msg suppose put e sim archive haiz sad,0
really hows master,0
aight pick open tonight,0
turn friend staying whole show wont back til ltgt feel free go ahead smoke ltgt worth,0
hey morning come ask pa,0
cant pick phone right pls send message,0
mobile month u r entitled update latest colour mobile camera free call mobile update co free,1
didnt holla,0
doc appointment next week im tired shoving stuff ugh couldnt normal body,0
ok lar double check wif da hair dresser already said wun cut v short said cut look nice,0
guaranteed £ cash £ prize claim yr prize call customer service representative ampm,1
r meeting,0
thinking chuckin ur red green n black trainners save carryin bac train,0
ron say fri leh n said ding tai feng cant make reservation said wait lor,0
heygreat dealfarm tour pm pax deposit may,0
okey dokey ‘ bit sorting stuff,0
met stranger choose friend long world stand friendship never end let friend forever gud nitz,0
lul im gettin juicy gossip hospital two nurse talking fat gettin one think shes obese oyea,0
dont forget owns who private property good boy always passionate kiss,0
know hook mean right,0
hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss,0
who class,0
hi mom might back later ltgt,0
sorry delay yes master,0
planned yet going join company jan onlydon know happen,0
good afternoon sunshine dawn day refreshed happy alive breathe air smile think love always,0
sorry lot friendofafriend stuff im talk actual guy want buy,0
awesome plan get time like ltgt ill text detail wee bit,0
dear call tmorrowpls accomodate,0
watch lor saw swatch one thk quite ok ard need nd opinion leh,0
single line big meaning miss anything ur best life dont miss ur best life anything gud nyt,0
hows thing quick question,0
men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife,0
hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx,0
stop knowing well,0
urgent trying contact u today draw show £ prize guaranteed call land line claim valid hr,1
im eatin lor goin back work soon e mountain deer show huh watch b liao nice,0
shes currently scotland,0
santha num corrct dane,0
rose need water season need change poet need imaginationmy phone need ur sm need ur lovely frndship forever,0
today song dedicated day song u dedicate send ur valuable frnds first rply,0
k fyi x ride early tomorrow morning he crashing place tonight,0
thats cause old live high,0
come ur home,0
generally isnt one uncountable noun u dictionary piece research,0
way,0
message phone im holding,0
seriously spell name,0
leave,0
mobile club choose top quality item mobile cfcaa,1
tried contact reply offer video handset anytime network min unlimited text camcorder reply call,1
monthly password wap mobsicom use wap phone pc,1
nobody decide eat dad want chinese,0
yes many sweet,0
well might come,0
ya one slow poo,0
want explicit sex sec ring cost pmin,1
tell make little spreadsheet track whose idea smoke determine smoke much entire month february ill come,0
online transaction,0
ill call evening ill idea,0
watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling,0
response one powerful weapon occupy place others heart always give response care u gud nightswt dreamstake care,0
u hav frnd name ashwini ur college,0
ok c u,0
finished eating got u plate leftover time,0
jane babe goin wrk feel ill lst nite foned already cover chuck,0
im still pretty weak today bad day,0
call unable cal let meet bhaskar deep,0
argh fuck nobody town,0
okcome home vl nice meet v chat,0
need th im campus atm could pick hour two,0
got room soon … hadnt put clock back til shouted everyone get realised wahay another hour bed,0
hey want crave miss need love ahmad saeed al hallaq,0
guess got screwd,0
send logo ur lover name joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p,1
dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,1
oh okie lorwe go sat,0
yes princess going make moan,0
go e normal pilate intro,0
amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye see election result lie let recount motherinlaw woman hitler eleven plus two twelve plus one amazing,0
im meeting call later,0
okay booked already including one bugis,0
ok din get ur msg,0
double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer calloptoutlf,1
dunno dat wat told ok lor,0
sorry man accidentally left phone silent last night didnt check til got,0
kate jackson rec center ish right,0
watching cartoon listening music amp eve go temple amp church u,0
aight see bit,0
like personal sized,0
well give co said ‘ one nighters persevered found one cheap apologise advance somewhere sleep isnt,0
bored housewife chat n date btnational rate pmin landline,1
alright thanks advice enjoy night ima try get sleep,0
yeah there barely enough room two u x many fucking shoe sorry man see later,0
hows feel mr real valentine yo valentine even tho u hardly play,0
e admin building might b slightly earlier ill call u im reaching,0
c movie juz last minute decision mah juz watch lar tot ü interested,0
sfrom training manual show tech processits password reset troubleshooting,0
hi yijue meet u tmr,0
sent jd customer service cum account executive ur mail id detail contact u,0
dont respond imma assume youre still asleep imma start calling n shit,0
know mallika sherawat yesterday find lturlgt,0
wan na gym harri,0
thank like well,0
doubt could handle time per night case,0
agree stop thinkin ipad please ask macho question,0
want tell bad feel basically time text lately need drug,0
mm ask come enough,0
reach ten morning,0
kkwhy cant come search job,0
see,0
arent next ltgt hour imma flip shit,0
sorry man stash ran dry last night cant pick sunday,0
guess spent last night phasing fourth dimension,0
getting back time soon,0
want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,1
sorry ill call later,0
wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear,0
send resume,0
found enc ltgt,0
want please inside outside bedroom,0
congratulation week competition draw u £ prize claim call b tcsstop sm ppm,1
u wan come dinner tonight,0
okay well thanks clarification,0
win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwincouk,1
getting ticket walsall tue th march mate getting sat ill pay treat want go txt bak terry,0
sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr £ sptyrone,1
know need get hotel got invitation apologise cali sweet come english bloke weddin,0
kick new season wks free goal news ur mobile txt ur club name eg villa,1
bangbabes ur order way u receive service msg download ur content u goto wap bangb tv ur mobile internetservice menu,1
weird know one point,0
oh god im gon na google nearby cliff,0
ssnervous ltgt,0
cant believe said many thing morning really wanted say good morning love beautiful morning see library later,0
ok chinese food way get fat youre paying lipo,0
hasnt pattern recently crap weekend,0
alright new goal,0
sorry ill call later ltgt min,0
battery low babe,0
little difficult simple way enter place,0
den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
okay name ur price long legal wen pick u ave x am xx,0
fuck babe happened come never came back,0
recpt ordered ringtone order processed,1
wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,0
u wake already thanx e tau sar piah quite nice,0
great p diddy neighbor come toothpaste every morning,0
lol dont know awesome phone could click delete right want,0
good morning princess happy new year,0
r ü comin back dinner,0
reach home safe n sound liao,0
time month mid time,0
hi mandy sullivan calling hotmix fmyou chosen receive £ easter prize drawplease telephone claim prize transferred someone else,1
available im like right around hillsborough amp ltgt th,0
free st week nokia tone ur mobile every week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normptone,1
guess want alone time could show watch,0
looking,0
consider wall bunker shit important never play peaceful guess place high enough dont matter,0
shall bring u bottle wine keep u amused joking ‘ bring one anyway,0
castor need see something,0
hear loud scream ltgt minute cause gyno shoving thing dont belong,0
want bold bb torch,0
nicenicehow working,0
ok may free gym,0
yeah ill leave maybe ish,0
ok going sleep hope meet,0
hey gorgeous man work mobile number good one babe squishy mwahs,0
r home come within min,0
two fundamental cool life walk like king walk like dont carewhoever king gud nyt,0
hey sweet wondering moment might come want send file someone wont go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss,0
opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,0
havent seen facebook huh lol,0
wifehow knew time murder exactly,0
rose redred bloodblood heartheart u u send ti ur friend including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,0
pls confirm time collect cheque,0
hows going got exciting karaoke type activity planned im debating whether play football eve feeling lazy though,0
ltgt ish minute minute ago wtf,0
lor,0
please call customer service representative freephone ampm guaranteed £ cash £ prize,1
maybe pressies,0
went ganesh dress shop,0
many lick take get center tootsie pop,0
great comedycant stop laughing da,0
tomorrow going theatre come wherever u call tell come tomorrow,0
contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,1
important information orange user xxxxxx today ur lucky day find log onto httpwwwurawinnercom there fantastic prizeawaiting,1
outside office take,0
wheres boytoy miss happened,0
may call later pls,0
december mobile mths entitled update latest colour camera mobile free call mobile update co free,1
joy father john john name joy father mandan,0
come karnan car please wait till pm directly goto doctor,0
anything lar ü going home dinner,0
movie laptop,0
gent trying contact last weekend draw show £ prize guaranteed call claim code k valid hr ppm,1
honey sweetheart darling sexy bun sugar plum loverboy miss boytoy smack as go gym,0
free msg ringtonefrom httptms widelivecomindex wmlidbaeceffffirsttruejul,1
sent jd customer service cum account executive ur mail id detail contact u,0
sent ur email id soon,0
free nowcan call,0
get step outta way congrats,0
huh early ü dinner outside izzit,0
dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday,0
somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream,0
much better thanks lol,0
gud gudk chikku tke care sleep well gud nyt,0
fetch yun u fetch,0
congrats mobile g videophones r call videochat wid ur mate play java game dload polyh music noline rentl bx ip pm,1
forgot tell ü smth ü like number section clearer,0
looking forward sex cuddling two sleep,0
thanks sending mental ability question,0
one registered subscriber u enter draw gb gift voucher replying enter unsubscribe text stop,1
oi gon na ring,0
hi babe im home wan na something xx,0
oh ok,0
love hope anything drastic dont dare sell pc phone,0
come,0
wish u feel alone,0
kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,0
youve always brainy one,0
think going finn come,0
alright youre sure let know youre leaving,0
abt making pic bigger,0
ever thought living good life perfect partner txt back name age join mobile community psms,1
length e e top shorter n got fringe thk im going liao lazy dun wan distract u also,0
curious cuz asked,0
hope thats result consistently intelligent kind start asking practicum link keep ear open best ttyl,0
dating service asked contact u someone shy call revealed pobox uz p,1
kallis wont bat nd inning,0
wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear,0
private account statement show unredeemed sim point call identifier codexx expires,1
know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop,0
fineabsolutly fine,0
hows scotland hope showing jjc tendency take care live dream,0
nationwide auto centre something like newport road liked,0
v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night,0
daal r ltgt,0
lol great im getting hungry,0
beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning,0
today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,0
sorry ill call later,0
