preprocessed_message,label
beerage,0
oh yeah and my diet just flew out the window,0
yes come to nyc for audiitions and am trying to relocate,0
any pain on urination any thing else,0
am going to sao mu today will be done only at 12,0
been running but only managed minutes and then needed oxygen might have to resort to the roller option,0
am doing da intro covers energy trends pros cons brief description of nuclear fusion oso brief history of iter jet got about half pages,0
do you want 750 anytime any network mins 150 text and new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1
looks like you wil getting headstart am leaving here bout 230ish but if you desperate for my company could head in earlierwe were goin to meet in rummer,0
yes now only saw your message,0
what is your room number again want to make sure am knocking on the right door,0
hi dear call me its urgnt do not know what is your problem you do not want to work or if you have any other problem at least tell me wating for your reply,0
do not know but am raping dudes at poker,0
say this slowly godi love you amp need youclean my heart with your bloodsend this to ten special people amp you miracle tomorrow do itplspls do it,0
hey iouri gave me your number am wylie ryans friend,0
omg you can make wedding chapel in frontierville why do they get all the good stuff,0
haha get used to driving to usf man know lot of stoners,0
dear where you will be when reach there,0
how is it possible to teach you and where,0
armand says get your ass over to epsilon,0
what makes you most happy,0
thk shld can ya wana go lessons haha can go for one whole stretch,0
ok din get you are message,0
desires you going to doctor liver and get bit stylish get you are hair managed that is it,0
ok then will let him noe later ask him call you tomorrow,0
give me sec to think think about it,0
sorry will call later ok bye,0
cool will text you in few,0
aiyah sorry lor watch tv watch until forgot check my phone,0
you having lunch alone now so bored,0
call me am senthil from hsbc,0
kyou also do not message or reply to his message,0
that is we haf to combine how lor,0
you have won 1000 cash or 2000 prize to claim call09050000327 tc rstm sw7 3ss 150ppm,1
you at mu you should try to figure out how much money everyone has for gas and alcohol jay and are trying to figure out our weed budget,0
ma head dey swell oh thanks for making my day,0
no got new job at bar in airport on satsgettin 447per hour but means no lie in keep in touch,0
had been hoping would not have to send you this message my rent is due and do not have enough for it my reserves are completely gone its loan need and was hoping you could her the balance is ltgt is there way could get that from you till mid march when hope to pay back,0
yeah so basically any time next week you can get away from your mom amp get up before,0
oh really perform write paper go to movie and be home by midnight huh,0
today iz yellow rose day if you love my frndship give me misscall amp send this to you are frndz amp see how many miss calls you get if you get 6missed you marry you are lover,0
all done all handed in do not know if mega shop in asda counts as celebration but that is what am doing,0
do not want you to leave but am barely doing what can to stay sane fighting with you constantly is not helping,0
yo am right by yo work,0
oh ic thought you meant mary jane,0
me hungry buy some food good lei but mum yun dun wan juz buy little bit,0
from here after the performance award is calculated every two monthnot for current one month period,0
hello youcall wen you finish wrki fancy meetin up wiv you all tonite as need break from dabooks did hrs last nite2 today of wrk,0
dad wanted to talk about the apartment so got late start omw now,0
lol your right what diet everyday cheat anyway am meant to be fatty,0
did you find out what time the bus is at coz need to sort some stuff out,0
imagine you finally get to sink into that bath after have put you through your paces maybe even having you eat me for while before left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck,0
sorry to be pain is it ok if we meet another night spent late afternoon in casualty and that means have not done any of stuff42moro and that includes all my time sheets and that sorry,0
realise you are busy guy and am trying not to be bother have to get some exams outta the way and then try the cars do have gr8 day,0
so late but need to go get da laptop,0
do not know juz askin cos got card got 20 off salon called hair sense so tot it is da one cut you are hair,0
have sent my part,0
camera you are awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days,1
they can try they can get lost in fact tee hee,0
lol well quality are not bad at all so are not complaining,0
dear youve been invited to xchat this is our final attempt to contact you txt chat to 86688,1
is avatar supposed to have subtoitles,0
my friends use to call the same,0
haha heard that text me when you are around,0
tomarrow final hearing on my laptop case so cannot,0
am waiting for your call sir,0
but pls do not play in others life,0
well am computerless time to make some oreo truffles,0
or go buy wif him then meet later can,0
noooooooo please last thing need is stress for once in your life be fair,0
bangbabes you are order is on the way you should receive service message download you are content if you do not goto wap bangb tv on you are mobile internetservice menu,1
so how many days since then,0
ill hand her my phone to chat wit you,0
jay wants to work out first how is sound,0
sir good morning hope you had good weekend called to let you know that was able to raise ltgt from my dad he however said he would make the rest available by mid february this amount is still quite short and was hoping you would help do have good day abiola,0
does daddy have bb now,0
sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop it is date,0
yo call me when you get the chance friend of mine wanted me to ask you about big order,0
trust me even if is not there its there,0
oh ok did not know what you meant yep am baby jontin,0
you ve won your costa del sol holiday or £5000 await collection call 09050090044 now toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins,1
sent your maga that money yesterday oh,0
will do you going to be at blakes all night might be able to get out of here little early,0
and by when you are done mean now,0
was not well babe have swollen glands at my throat what did you end up doing,0
okie but scared you say fat then you dun wan me already,0
hi its me you are probably having too much fun to get this message but thought id txt you cos am bored and james has been farting at me all night,0
no but the bluray player can,0
is you are paper today in morn or aft,0
sms ac jsco energy is high but you may not know where 2channel it 2day you are leadership skills strong psychic reply ans wquestion end reply end jsco,1
if you sending her home first it is ok lor am not ready yet,0
am not at all happy with what you saying or doing,0
did forget to tell you want you need you crave you but most of all love you my sweet arabian steed mmmmmm yummy,0
love it daddy will make you scream with pleasure am going to slap your ass with my dick,0
no we put party days week and study lightly think we need to draw in some custom checkboxes so they know we are hardcore,0
not heard from u4 while call me now am here all night with just my knickers on make me beg for it like you did last time 01223585236 xx love nikiyu4net,1
asked you to call him now ok,0
ya tel wats you are problem,0
go fool do not cheat others ok,0
sun ah thk mayb can if dun have anythin on thk have to book lesson pilates is at orchard mrt you noe hor,0
do not know my dad said he coming home bring us out lunch yup go you lor call you when reach school lor,0
ok juz receive,0
why you dint come with us,0
£400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive £400 reward just call 09066380611,1
im cool ta love but vtired because have been doin loads of planning all wk we have got our social services inspection at the nursery take care spoke sn,0
no dear do have free messages without any recharge hi hi hi,0
is you are paper in morn or aft tomorrow,0
no da if you run that it activate the full version da,0
what pa tell me went to bath,0
yeah lol luckily did not have starring role like you,0
where is that one day training,0
moji love you more than words have rich day,0
wat you doing now,0
gudnitetcpractice going on,0
please call 08712402972 immediately as there is an urgent message waiting for you,1
wan but too early lei me outside now wun home so early neva mind then,0
lol yep did that yesterday already got my fireplace now its just another icon sitting there for me,0
where do you need to go to get it,0
pls she needs to dat slowly or she will vomit more,0
dear reached railway what happen to you,0
important information orange user 0796xxxxxx today is you are lucky day2 find out why log onto httpwwwurawinnercom there is fantastic prizeawaiting you,1
are you coming to the funeral home,0
you are cashbalance is currently 500 pounds to maximize you are cashin now send go to 86688 only 150pmessage cc 08718720201 hgsuite3422lands roww1j6hl,1
you are tonexs subscription has been renewed and you have been charged £450 you can choose 10 more polys this month wwwclubzedcouk billing message,1
oh yes why is it like torture watching england,0
get your garden ready for summer with free selection of summer bulbs and seeds worth £3350 only with the scotsman this saturday to stop go2 notxtcouk,1
my phone,0
where is my boytoy miss you what happened,0
dude what is up how teresa hope you have been okay when did not hear from these people called them and they had received the package since dec ltgt just thot yould like to know do have fantastic year and all the best with your reading plus if you can really really bam first aid for usmle then your work is done,0
few people are at the game am at the mall with iouri and kaila,0
and maybe some pressies,0
hitechnical supportproviding assistance to us customer through call and email,0
if you do not your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy,1
shopping eh ger toking about syd lehhaha,0
darren was saying dat if you meeting da ge den we dun meet dinner cos later you leave xy will feel awkward den you meet him lunch lor,0
or just do that 6times,0
jokin oni lar busy then wun disturb,0
but you dint in touch with me,0
my drive can only be read need to write,0
congratulations you are awarded 500 of cd vouchers or 125gift guaranteed free entry 100 wkly draw txt music to 87066,1
wow did not think it was that common take it all back you are not freak unless you chop it off,0
today is sorry day if ever was angry with you if ever misbehaved or hurt you plz plz just slap urself bcoz its you are fault am basically good,0
skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is comfey if do not make it hav gd night,0
like cheap but i‘m happy to splash out on the wine if it makes you feel better,0
was playng doors game and gt racing on phone lol,0
st andre virgils cream,0
hi its lucy hubby at meetins all day fri will alone at hotel you fancy cumin over pls leave message 2day 09099726395 lucy calls£1minmobsmorelkpobox177hp51fl,1
carlosll be here in minute if you still need to buy,0
so is there anything specific should be doing with regards to jaklin or what because do not know what the fuck,0
well am going to definitely need to restock before thanksgiving will let you know when am out,0
its great day do have yourself beautiful one,0
you call times job today ok umma and ask them to speed up,0
well there is still bit left if you guys want to tonight,0
well then you have great weekend,0
well the general price is ltgt oz let me know ifwhenhow much you want,0
hi wlcome back did wonder if you got eaten by lion or something nothing much,0
ok cool see ya then,0
pls send me your address sir,0
yes it is all innocent fun,0
how is the champ just leaving glasgow,0
this phone has the weirdest auto correct,0
as entered my cabin my pa said happy bday boss felt special she askd me lunch after lunch she invited me to her apartment we went there,0
love your ass do you enjoy doggy style,0
now press conference da,0
fwiw the reason am only around when it is time to smoke is that because of gas can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0
can you get phone now want to chat set up meet call me now on 09096102316 you can cum here 2moro love jane xx calls£1minmoremobsemspobox45po139wa,1
got wat to buy tell us then no need to come in again,0
sir send to group mail check it,0
try neva mate,0
as in different styles,0
yo you around just got my car back,0
dear why you mood off cannot drive so brother to drive,0
sorry will call later in meeting,0
no did you multimedia message them or email,0
cashbincouk get lots of cash this weekend wwwcashbincouk dear welcome to the weekend we have got our biggest and best ever cash give away these,1
it‘s reassuring in this crazy world,0
how much gave to you morning,0
are you being good baby,0
hi wkend ok but journey terrible wk not good as have huge back log of marking to do,0
hi di is yijue we are meeting at pm at esaplanade tonight,0
will be outside office take all from there,0
am on da bus going home,0
quite lor but dun tell him wait he get complacent,0
know you are thinkin malaria but relax children cannot handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its self limiting illness she has which means in few days it will completely stop,0
have not lei next mon can,0
many times we lose our best ones bcoz we are,0
you have won guaranteed £1000 cash or £2000 prize to claim yr prize call our customer service representative on 08714712394 between 10am7pm,1
thinking of you,0
449050000301 you have won £2000 price to claim call 09050000301,1
you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline 09064017305 pobox75ldns7,1
lmao take pic and send it to me,0
where is mummys boy is he being good or bad is he being positive or negative why is mummy being made to wait hmmmm,0
hi babe am at home now want to do something xx,0
lol boo was hoping for laugh,0
my roommate also wants dubsack and another friend may also want some so plan on bringing extra will tell you when they know for sure,0
same as you dun wan you dun like me already ah wat you doing now still eating,0
realy sorryi do not recognise this number and am now confused who you please,0
ah well that confuses things does not it thought was friends with now maybe did the wrong thing but already sort of invited though he may not come cos of money,0
lol you forgot it eh yes will bring it in babe,0
how will creep on you now,0
teach me apps da when you come to college,0
oooh got plenty of those,0
it is justbeen overa week since we broke up and already our brains are going to mush,0
did you find sitter for kaitlyn was sick and slept all day yesterday,0
do not put your phone on silent mode ok,0
pls will not belive godnot only jesus,0
want to have laugh try chitchat on your mobile now logon by txting the word chat and send it to no 8883 cm po box 4217 london w1a 6zf 16 118pmessage rcvd,1
this weekend is fine an excuse not to do too much decorating,0
guess what somebody you know secretly fancies you want to find out who it is give us call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18,1
thats alrite girl you know gail is neva wrongtake care sweet and dont worryc you l8tr hunlove yaxxx,0
alright if you are sure let me know when you are leaving,0
you have been selected to stay in of 250 top british hotels for nothing holiday worth £350 to claim call london 02072069400 bx 526 sw73ss,1
neither in sterm voice am studying all fine with me not sure the thing will be resolved though anyway have fab hols,0
got to collect da car at lei,0
haha sounds crazy do not know can tahan anot,0
get me out of this dump heap my mom decided to come to lowes boring,0
you are chosen to receive £350 award pls call claim number 09066364311 to collect your award which you are selected to receive as valued mobile customer,1
will not get concentration dear you know you are my mind and everything,0
miles and smiles made frm same letters but do you know difference smile on you are face keeps me happy even though am miles away from you keep smiling good nyt,0
aiyar sorry lor forgot tell you,0
open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,0
what was she looking for,0
88800 and 89034 are premium phone services call 08718711108,1
as registered subscriber yr draw £100 gift voucher will entered on receipt of correct ans when are the next olympics txt ans to 80062,1
am at home ready,0
do not kick coco when he is down,0
jay told me already will do,0
yeah right will bring my tape measure fri,0
wud never mind if you do not miss me or if you do not need me but you wil really hurt me wen you need me amp you do not tell me take care,0
what will we do in the shower baby,0
is xy going lunch,0
just wondering the others just took off,0
think have fixed it can you send test message,0
eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p,1
dorothykiefercom bank of granite issues strongbuy explosive pick for our members up over 300 nasdaq symbol cdgt that is 500 per,1
sday only joinedso training we started today,0
no need lar jus testing phone card do not know network not gd thk me waiting my sis finish bathing so can bathe dun disturb you liao you cleaning you are room,0
peteis this your phone still its jenny from college and leannewhat are you up to now,0
have not mus ask if you can 1st wat of meet lunch den you him meet can already lor or you wan go ask da ge 1st then confirm me as soon as possible,0
its cool but tyler had to take off so we are going to buy for him and drop it off at his place later tonight our total order is quarter you got enough,0
leave it wif me lar wan to carry meh so heavy is da num 98321561 familiar to,0
cool what time you think you can get here,0
nope but am going home now then go pump petrol lor like going rain soon,0
night sweet sleep well have just been to see the exorcism of emily rose and may never sleep again hugs and snogs,0
you do not know how stubborn am did not even want to go to the hospital kept telling mark am not weak sucker hospitals are for weak suckers,0
ok lor or you wan me go look you,0
check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,0
are you in castor you need to see something,0
dear subscriber you are draw £100 gift voucher will entered on receipt of correct ans when was elvis presleys birthday txt answer to 80062,1
email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen to email call 123,1
huh but cannot go you are house empty handed right,0
we outside already,0
santa calling would your little ones like call from santa xmas eve call 09058094583 to book your time,1
yeah do not see why not,0
no promises on when though have not even gotten dinner yet,0
glad it went well come over at 11 then we will have plenty of time before claire goes to work,0
well balls time to make calls,0
haha yeah oz is kind of shitload,0
you still have not got urself jacket ah,0
came hostel going to sleep plz call me up before class hrishi,0
future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,0
where are you call me,0
xy trying smth now you eat already we have not,0
am going to take bath ill place the key in window,0
should buy him blackberry bold or torch should buy him new or used let me know plus are you saying should buy the ltgt wifi ipad and what are you saying about the about the ltgt,0
we are pleased to inform that your application for airtel broadband is processed successfully your installation will happen within days,0
urgent please call 09066612661 from landline £5000 cash or luxury canary islands holiday await collection tcs sae award 20m12aq 150ppm 16,1
tell you what if you make little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february will come up,0
do you want new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call 08000930705,1
its ok just askd did you knw tht no,0
free entry into our £250 weekly comp just send the word enter to 84128 now 18 tc wwwtextcompcom cust care 08712405020,1
ya when are taking ure practical lessons start in june,0
becoz its ltgt jan whn al the post ofice is in holiday so she cn go fr the post oficegot it duffer,0
what is up do you want me to come online,0
yup ok thanx,0
what are you doing in langport sorry but will probably be in bed by 9pm it sucks being ill at xmas when do you and go2sri lanka,0
yup ok go home look at the timings then message again xuhui going to learn on 2nd may too but her lesson is at 8am,0
yes my reg is ciao,0
yes but do not care need you bad princess,0
can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold ltgt or any bb,0
nope meanwhile she talk say make greet you,0
do you still have plumbers tape and wrench we could borrow,0
hi darlin am missin you hope you are having good time when are you back and what time if you can give me call at home jess xx,0
thought did not see you,0
jason says he is going to be around so will be up there around ltgt,0
can you call me plz your number shows out of coveragd area have urgnt call in vasai amp have to reach before 4o clock so call me plz,0
ltgt ish minutes was minutes ago wtf,0
great was getting worried about you just know that wonderful and caring person like you will have only the best in life know that you wonderful and gods love is yours,0
oh godtaken the teethis it paining,0
complimentary star ibiza holiday or £10000 cash needs your urgent collection 09066364349 now from landline not to lose out box434sk38wp150ppm18,1
sorry am stil fucked after last nite went tobed at 430 got up work at 630,0
will come tomorrow di,0
jolly good by the way will give you tickets for sat eve 730 speak before then,0
cannot believe said so many things to you this morning when all really wanted to say was good morning love you have beautiful morning see you in the library later,0
am in tirupur call you da,0
alrite hunnywot you up 2nite did not end up goin down town jus da pub instead jus chillin at da mo in me bedroomlove jen xxx,0
oh is it which brand,0
ok then will come to you are home after half an hour,0
are you ok what happen to behave like this,0
feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have happy day,0
ya but it cannot display internal subs so got to extract them,0
keep my payasam there if rinu brings,0
sorry da thangamit is my mistake,0
may approve panalambut it should have more posts,0
the baskets gettin full so might be by tonight,0
then we wait you lor no need feel bad lar,0
no on the way home so if not for the long dry spell the season would have been over,0
free for 1st week no1 nokia tone you are mobile every week just txt nokia to 8077 get txting and tell you are mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,1
love you aathilove you lot,0
text me when you are on the way,0
will be there before,0
would say that is good sign but well you know my track record at reading women,0
what you thinked about me first time you saw me in class,0
got it it looks scrumptious daddy wants to eat you all night long,0
said its okay sorry,0
reply to win £100 weekly what professional sport does tiger woods play send stop to 87239 to end service,1
will reach in ard 20 mins ok,0
hmm shall bring bottle of wine to keep us amused just joking will still bring bottle red or white see you tomorrow,0
im reaching in another stops,0
sorry about that this is my mates phone and did not write it love kate,0
sure but since my parents will be working on tuesday do not really need cover story,0
not from this campus are you in the library,0
okies will go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,0
sure will see if can come by in bit,0
are you not around or just still asleep,0
right it was not you who phoned it was someone with number like yours,0
january male sale hot gay chat now cheaper call 08709222922 national rate from 15pmin cheap to 78pmin peak to stop texts call 08712460324 10pmin,1
ok ill send you with in ltdecimalgt ok,0
do you know when dad will be back,0
okay lor will they still let us go not ah coz they will not know until later we drop our cards into the box right,0
no drama plsi have had enough from you and family while am struggling in the hot sun in strange placeno reason why there should be an ego of not going if not invited when actually its necessity to gowait for very serious reppurcussions,0
please tell me you have some of that special stock you were talking about,0
07732584351 rodger burns message we tried to call you re your reply to our sms for free nokia mobile free camcorder please call now 08000930705 for delivery tomorrow,1
do not worry is easy once have ingredients,0
free message ringtonefrom httptms widelivecomindex wmlid1b6a5ecef91ff937819firsttrue180430jul05,1
hi neva worry bout da truth coz the truth will lead me you are heart its the least unique person like you deserve sleep tight or morning,0
jos ask if you wana meet up,0
ill down soon,0
you best watch what you say because get drunk as motherfucker,0
have got ltgt any way could pick up,0
his birthday real is in april,0
think it is all still in my car,0
do not have anybodys number still have not thought up tactful way to ask alex,0
thanks for sending this mental ability question,0
are you angry with me what happen dear,0
roger that we‘re probably going to rem in about 20,0
how are you just checking up on you,0
will have two more cartons off you and is very pleased with shelves,0
are you available for soiree on june 3rd,0
sorry in meeting will call you later,0
congrats mobile 3g videophones yours call 09063458130 now videochat wid your mates play java games dload polyph music noline rentl,1
slaaaaave where are you must summon you to me all the time now do not you wish to come to me on your own anymore,0
x2 ltgt are you going to get that,0
my parents my kidz my friends my colleagues all screaming surprise and was waiting on the sofa naked,0
never lei lazy got wat dat day send me da url cannot work one,0
how are you wish you great semester,0
sicomo nolistened2the plaid albumquite gdthe new air1 which is hilariousalso boughtbraindancea compofstuff on aphexs abelyou hav2hear itc you sn xxxx,0
love you you know can you feel it does it make your belly warm wish it does my love shall meet you in your dreams ahmad adoring kiss,0
for you are chance to win £250 cash every wk txt play to 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk,1
promise to take good care of you princess have to run now please send pics when you get chance ttyl,0
lol yes our friendship is hanging on thread because you will not buy stuff,0
told your number to gautham,0
after completed degree there is no use in joining finance,0
well might not come then,0
finished my lunch already you wake up already,0
then dun wear jeans lor,0
todays voda numbers ending with 7634 are selected to receive £350 reward if you have match please call 08712300220 quoting claim code 7684 standard rates apply,1
she just broke down list of reasons why nobodys in town and cannot tell if she is being sarcastic or just faggy,0
it is still not working and this time also tried adding zeros that was the savings the checking is ltgt,0
send me the new number,0
kindly send some one to our flat before ltdecimalgt today,0
painful words thought being happy was the most toughest thing on earth but the toughest is acting happy with all unspoken pain inside,0
am ready ltgt,0
we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed,1
ki will send in ltgt min,0
we still meeting dinner tonight,0
phony £350 award todays voda numbers ending xxxx are selected to receive £350 award if you have match please call 08712300220 quoting claim code 3100 standard rates app,1
hello we need some posh birds and chaps to user trial prods for champneys can put you down need your address and dob as soon as possible ta,1
may call you later pls,0
hi this is amy we will be sending you free phone number in couple of days which will give you an access to all the adult parties,1
fine if thats the way you feel thats the way its gota,0
bring tat cd don forget,0
thought praps you meant another one goodo will look tomorrow,0
fighting with the world is easy you either win or lose bt fightng with some1 who is close to you is dificult if you lose you lose if you win you still lose,0
emailed yifeng my part oredi can get it fr him,0
hope you are head does not hurt much am ploughing my way through pile of ironing staying in with chinky tonight come round if you like,0
maybe if you woke up before fucking this would not be problem,0
natalja 25f is inviting you to be her friend reply yes440 or no440 see her wwwsmsacyounat27081980 stop send stop frnd to 62468,1
are you in town this is important,0
its you are luck to love someone its you are fortune to love the one who loves you but its miracle to love person who cannot love anyone except you gud nyt,0
you free on sat rite you wan watch infernal affairs wif me darren mayb xy,0
meet you in corporation st outside gap you can see how my mind is working,0
can you please send me my auntys number,0
yeah where is your class at,0
cos was out shopping wif darren jus now called him ask wat present he wan lor then he started guessing who was wif he finally guessed darren lor,0
gumbys has special where ltgt cheese pizza is so know what we are doin tonight,0
happy new year my no1 man,0
er yep sure props,0
hey what time is your driving on fri we go for evaluation on fri,0
bbq this sat at mine from 6ish you are welcome come,0
now am going for lunch,0
can that happen tonight,0
yar lor actually we quite fast cos da ge slow wat haha,0
nothing much chillin at home any super bowl plan,0
still at west coast haiz will take forever to come back,0
cant wait for cornwall hope tonight isnt too bad as well but its rock night shite anyway im going for kip now have good night speak to you soon,0
is there any training tomorrow,0
ok but they said have got wisdom teeth hidden inside mayb need remove,0
just checking in on you really do miss seeing jeremiah do have great month,0
oh wow that is gay will firmware update help,0
dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at ltemailgt kerala,0
am great how are you,0
mm yes dear look how am hugging you both,0
sen told that he is going to join his uncle finance in cbe,0
link to your picture has been sent you can also use httpalto18coukwavewaveaspo44345,1
erutupalam thandiyachu,0
hanging out with my brother and his family,0
mon okie lor haha best is cheap gd food la ex oso okie depends on whether wana eat western or chinese food den which you prefer,0
dun need to pick you are gf,0
cool will text you when am on the way,0
have got few things to do may be in pub later,0
call you later do not have network if urgnt sms me,0
am late will be there at,0
that is very rude you on campus,0
lol great now am getting hungry,0
are you going to wipro interview today,0
enjoy urself tomorrow,0
naughty little thought its better to flirt flirt flirt rather than loving someone gettin hurt hurt hurt gud nyt,0
hey girl how you hope you well me an del bak again long time no give me call sum time from lucyxx,0
kkany special today,0
infact happy new year how are you where are you when are we seeing,0
hi dis is yijue would be happy to work wif all for gek1510,0
had it alreadysabarish asked me to go,0
my love how come it took you so long to leave for zahers got your words on ym and was happy to see them but was sad you had left miss you,0
yup her fren lor am meeting my fren at 730,0
ok no prob,0
you have registered sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of frauds do not share or disclose urn to anyone,0
today is accept dayyou accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0
asking do you knw them or nt may be you are frnds or classmates,0
hmmmhow many players selected,0
celebrate my bday else,0
you ned to convince him tht its not possible witot hurting his feeling its the main,0
you definitely need module from humanities dis sem izzit you wan take other modules 1st,0
then what about further plan,0
hi happy birthday hi hi hi hi hi hi hi,0
dai ltgt naal eruku,0
lol oh you got friend for the dog,0
ever green quote ever told by jerry in cartoon person who irritates you always is the one who loves you vry much but fails to express it gud nyt,0
and pls pls drink plenty plenty water,0
nobody can decide where to eat and dad wants chinese,0
have to take exam with march,0
hey looks like was wrong and one of the kappa guys numbers is still on my phone if you want can text him and see if he is around,0
tell my bad character which you dnt lik in me will try to change in ltgt ll add tat my new year resolution waiting for you are replybe frankgood morning,0
wot you up you weirdo,0
also where is the piece,0
hey boys want hot xxx pics sent direct you are phone txt porn to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx,1
just sent it so what type of food do you like,0
nope think will go for it on monday sorry replied so late,0
eastenders tv quiz what flower does dot compare herself to violet tulip lily txt or to 84025 now chance win £100 cash wkent150p16,1
am in inperialmusic listening2the weirdest track ever byleafcutter johnsounds like insects being molestedsomeone plumbingremixed by evil men on acid,0
sorry missed your call can you please call back,0
yup bathe liao,0
am on the uworld site am buying the qbank only or am buying it with the self assessment also,0
you still working now,0
that means from february to april will be getting place to stay down there so do not have to hustle back and forth during audition season as have since my sister moved away from harlem,0
its taxt massagetiepos argh ok lool,0
how is my favourite person today you workin hard could not sleep again last nite nearly rang you at 430,0
send to someone else,0
den wat will schedule lk on sun,0
have no money steve mate,0
you in town alone,0
yeah think my usual guys still passed out from last night if you get ahold of anybody let me know and will throw down,0
have reached home bathe liao you can call me now,0
baaaaabe misss youuuuu where are you have to go and teach my class at,0
had your contract mobile 11 mnths latest motorola nokia etc all free double mins text on orange tariffs text yes for callback no to remove from records,1
ugh got to drive back to sd from la my butt is sore,0
urgent we are trying to contact you todays draw shows that you have won £800 prize guaranteed call 09050000460 from land line claim j89 po box245c2150pm,1
great news call freefone 08006344447 to claim your guaranteed £1000 cash or £2000 gift speak to live operator now,1
hey morning what you come to ask pa,0
am on the way to tirupur,0
yup thk they teacher said that will make my face look longer darren ask me not cut too short,0
hiya how was last night have been naughty and bought myself clothes and very little ready for more shopping though what kind of time do you want to meet,0
want to watch that movie,0
you intrepid duo you have great time and see you both soon,0
not able to do anything,0
for real though this sucks cannot even cook my whole electricity is out and am hungry,0
sounds like you have many talents would you like to go on dinner date next week,0
you meet other fren dun wan meet me ah muz guy rite,0
okay have seen it so should pick it on friday,0
we can make baby in yo though,0
actually fuck that just do whatever do find an excuse to be in tampa at some point before january though,0
am done,0
yeah it is jus rite,0
ugh cannot you just apologize admit you were wrong and ask me to take you back,0
wait will message after ltgt min,0
also andros ice etc etc,0
que pases un buen tiempo or something like that,0
85233 freeringtonereply real,1
wrong phone this phone answer this one but assume the other is people do not well,0
my exwife was not able to have kids do you want kids one day,0
cannot talk to you nowi will call when cando not keep calling,0
lol yes but it will add some spice to your day,0
we can go normal pilates after our intro,0
sometimes heart remembrs someone very much forgets someone soon bcoz heart will not like everyone but liked ones will be remembered everytime bslvyl,0
hey mr what is the name of that bill brison book the one about language and words,0
sent lanre fakeyes eckankar details to the mail box,0
win the newest “harry potter and the order of the phoenix book reply harry answer questions chance to be the first among readers,1
you have secret admirer who is looking make contact with youfind out who they rreveal who thinks you are so specialcall on 09065171142stopsms08,1
wanted to wish you happy new year and wanted to talk to you about some legal advice to do with when gary and split but in person will make trip to ptbo for that hope everything is good with you babe and love ya,0
the last thing ever wanted to do was hurt you and did not think it would have you would laugh be embarassed delete the tag and keep going but as far as knew it was not even up the fact that you even felt like would do it to hurt you shows you really do not know me at all it was messy wednesday but it was not bad the problem have with it is you have the time to clean it but you choose not to you skype you take pictures you sleep you want to go out do not mind few things here and there but when you do not make the bed when you throw laundry on top of it when cannot have friend in the house because am embarassed that there is underwear and bras strewn on the bed pillows on the floor that is something else you used to be good about at least making the bed,0
okay we wait ah,0
its hard to believe things like this all can say lie but think twice before saying anything to me,0
married local women looking for discreet action now real matches instantly to your phone text match to 69969 message cost 150p stop txt stop bcmsfwc1n3xx,1
hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to 86688 more infowww100percentrealcom,1
when login dat time dad fetching home now,0
can make lasagna for you vodka,0
